longitude,latitude,PC1,PC2,PC3,PC4
6.79057,31.18797,-0.4911772609487911,0.5555597100194684,-0.3440137822401962,0.1106231626957427
-0.43306,25.84771,2.179574436991592,-0.48754218398467,0.29060069644961717,0.08888582936507507
5.10321,31.78166,-0.21308850959984205,-0.28967955419906516,0.17889096366980342,0.31451213596099326
-5.79674,26.96358,2.093782108995005,-0.5625394170962362,0.43322130909094625,-1.3801031220810476
1.15174,27.4036,1.6100218168822058,-0.46448519278325684,0.2623134051781182,0.1832252593407315
7.75872,32.25707,-0.9578402809359884,0.5885263845536599,-0.33466297001489476,0.20471023573964522
6.04964,31.35807,-0.2733565254370686,-0.24242117350966932,0.15341381585575004,0.48481087498983266
5.75923,30.98268,-0.11661760167375745,0.6200122662139047,-0.24831900273415378,0.08146888134996619
2.51493,23.58385,1.846165428506049,-0.5179633390760114,0.22366771728717008,0.265382030124769
9.38562,26.79776,0.5939608737761529,-0.1604241183658829,-0.016088683831924085,1.3719573081579766
-0.93443,24.37176,2.3760960458323424,-0.551891540487148,0.31324135268289877,0.0015373677320774562
-7.42401,28.09703,1.0190092531240613,-1.3440691399520597,0.8217136924467576,-2.48068116692123
9.66128,34.13653,-3.270404794520694,-1.0805752544242393,0.4006475807651178,-0.16774576660321355
-0.69384,26.53475,2.024853230272092,0.49537395907049053,-0.12092987338832677,-0.4824654335745133
6.46943,32.13612,-0.6483588933989721,-0.348636609104023,0.08701624340078744,0.43748294269733845
5.66594,28.89503,0.3716444549943862,0.6227175124307974,-0.25515654555605993,0.13500661982277243
9.46525,27.59744,0.34507567262629846,0.8539105962448121,-0.4427299765535434,0.8946409630894873
-7.50526,27.66226,1.595961613717713,-1.1420778249910966,0.7076091836517692,-2.068910013115331
3.21002,21.37221,1.6352123478819243,0.4573382525496655,0.2737679739783146,-0.40475185697924654
6.69918,32.57674,-0.9154015781879425,0.5220469444287339,-0.2699651997371839,-0.027879821219783857
6.93087,36.72524,-1.4524545708858667,-0.07110628350116703,0.21719710966928793,0.6661439156745801
5.895,36.41176,-1.2516986154055678,-0.14847865066443594,0.27654428524657926,0.4256355965033966
9.07845,27.74726,0.35186177474494607,-0.18786359078126594,0.012768638246265621,1.275015032935631
9.78915,25.04393,0.7445926378756668,-0.2235994711984074,-0.0176061396858638,1.2586156293853303
7.06207,36.49974,-1.4277522263886433,-0.0653918775724368,0.2115532070919013,0.6947303705007455
5.22143,20.39875,1.5571230829868739,-0.5960855108892216,0.46447897984330005,0.2138653398210994
9.27588,28.78715,-0.18008863041947773,1.7189107276550877,-0.7535024898289903,0.23705322612822222
6.89649,29.98888,-0.09721580068274652,0.6696608341433766,-0.2621626975193081,0.271444225443658
5.64467,30.8816,-0.020558603605419296,0.6332743073802121,-0.26465710984506535,0.10737644973571313
4.0981,31.79996,-0.0529628094263897,-0.3401769639944934,0.203984249534061,0.14461710002213068
6.97794,32.36055,-0.8708704764158,0.5504789076237755,-0.2914544670593831,0.056505975734008944
1.30589,35.67727,-1.1767317549831422,-0.8181628411528497,0.508794124168757,-1.1410504967007353
6.78813,31.18635,-0.49058626156465324,0.5553887549225176,-0.34388735608840093,0.11013212373586824
6.04228,31.66465,-0.36713419486821874,-1.0555592317205091,-1.542387655720169,0.29390831355561164
-0.58632,25.67554,2.2241612675283093,-0.4943983111370687,0.2957348334564406,0.07234426709831365
9.26195,26.53673,0.6905266818318697,-0.15919266996024375,-0.015355892037049696,1.3700994202907328
6.78873,31.19133,-0.49159592262552954,0.555500500685526,-0.3439501138764128,0.11028241497234971
0.21127,21.73204,3.0909457669743574,-0.19940164988240847,0.13219394338072266,0.5041121649163163
-4.57364,29.8514,0.7043009503530404,-1.1277516694443517,0.69952702111568,-1.8890226180173264
4.55558,33.66376,-2.356069808793804,-1.0803078842308471,0.5202429115226552,-1.2471170507500597
6.96012,29.73615,-0.04329486212104894,0.6718869967458788,-0.2719328020792262,0.29116402327965396
1.90346,24.46352,1.6733181941527204,-0.6023656678812395,0.26947989076594214,0.1059292529304558
9.09682,29.49141,-0.1877324903518885,1.7535287976774452,-0.8060726698493101,0.30222846929714536
6.92305,31.39511,-0.5400874338592134,0.5656585638915722,-0.36005963533156154,0.14197043733339237
5.23619,36.45213,-1.169117593510388,-0.19410559890258625,0.3126836783805244,0.2740024021310837
6.78434,31.18889,-0.49062213437099056,0.5552001325841592,-0.3437259228301287,0.10940197210933252
-0.74774,24.2847,2.379367620733106,-0.5410578575441132,0.3037970437604135,0.03865367582053085
7.96511,30.38979,-0.20433811857915674,0.7639213970644706,-0.35522132314023774,0.5465542739328465
7.22857,25.64208,0.4674556446834622,-0.46836543564531696,0.22289317561467495,0.556030898345105
3.28596,22.67475,1.8917184940214853,-0.39602684419756934,0.14902886473600008,0.30758831515243934
-4.43293,30.19533,0.43140582225796364,-1.1757642950606584,0.7211595601301797,-2.0570017291971707
6.06926,31.89784,-0.5197860710006962,-0.33819746289454994,0.0793880264057383,0.3702112732979263
-2.57217,23.60072,2.6795151763878633,-0.5842844609725304,0.3470017827045402,-0.19557586628228418
-1.37439,34.86016,-0.8012651087403453,-0.9296711207763939,0.6212839802200892,-1.845413609421703
-6.49745,26.97807,2.027620943693497,-0.014594279096676198,0.21545481886767587,-1.8831948191583583
4.43625,36.04226,-0.9860561806427366,-0.2545506128224001,0.35821053773002476,0.09329297937578862
1.14211,27.52324,1.5293467394751892,1.4900050160573495,-0.5736262606712599,-0.7344792778315091
10.99365,23.92702,1.10268805706913,-0.11660461693554564,-0.07219980266541492,1.612173679794832
9.33684,36.905,-2.033718726390832,10.455758482955295,-4.354198173549931,-3.5003158832162677
6.78599,31.19178,-0.49136030187669505,0.5553430296267932,-0.3438238117337799,0.10974556427756095
9.87905,27.71365,0.3112009957638662,0.8908439375258468,-0.4688032211139886,0.9943812728461963
6.06459,31.90183,-0.5199693140127856,-0.3384287099130439,0.07959038191047245,0.3692779911001523
8.43175,22.56762,1.571788076384497,-0.24527309107638784,0.01712984007106422,1.1691147226602778
5.20764,21.91716,1.7783285947889897,-0.4853512130649441,0.12982748962204702,0.5664309503972054
-0.51811,28.19943,1.6157899890633314,1.4128573366493544,-0.5060270525595484,-1.0313828173074053
8.25702,30.6154,-0.27412290762954905,0.7879547504095961,-0.3722337622472093,0.6117058774655972
9.3687,34.38398,-1.6231804868048059,-0.5488522403508,0.18449392865122052,1.1123818110166241
5.58237,32.08946,-0.33196411277630977,-0.40123657619740455,0.2235351313377321,0.47059178318395006
5.62043,23.85762,0.9650698477420083,0.47934200712500785,-0.028975305450530845,-0.11666885880730694
6.46343,30.99768,-0.3094207082409377,-0.817516277890913,-0.6972299632250992,0.5008393353554579
5.10941,34.39186,-3.1867874770828837,-1.2908137998404923,0.6102015837163772,-1.6141197085728882
1.43204,26.29762,1.8382541443955185,0.5961785341229092,-0.20454006617903203,-0.13131942002176394
0.30033,28.1235,1.6040202267243164,-0.497209590001098,0.2951412194657863,0.030053961617805734
2.62642,35.31759,-0.618205496026497,-0.280036264250944,0.41237410596507595,-0.3523159909652981
9.88851,27.76358,0.2833060854742822,0.8859210400013686,-0.4656946974002362,0.9844416822661062
2.25752,35.41907,-0.5867651453914672,-0.3044255106222995,0.4320970404053886,-0.4368473636217484
10.50503,22.984,1.471146044398756,-0.07754153594824875,-0.08161281973879125,1.599930206354432
4.20824,32.39947,-0.6363693876203551,1.3002180286910971,-0.5388410864195339,-0.9996527042267368
3.91098,23.20054,1.7615601057312804,-0.35294863393664483,0.13160139021283657,0.4043997675669439
5.53409,22.73741,1.0327730620085116,0.37064885920445084,-0.05794088579365025,-0.24631773447260014
1.35646,35.34062,-0.4517002647234147,-0.4713138552269199,0.5253705376277973,-0.5881920756345415
-4.33142,25.28924,2.6241194849930345,0.3380528495117523,-0.0007271537900795823,-0.9712832952821324
-5.15968,27.12659,2.1431931622414826,-0.5714459770503034,0.42250313659932415,-1.1357554915079136
9.46965,27.17523,0.5281697074801062,-0.13875082544933115,-0.02178267646265987,1.4090482559362207
7.30833,34.62563,-3.67678864751011,-1.2057822088308412,0.5285057156470222,-1.2580566738893444
-7.70885,28.17274,0.7015042165033377,-1.4959095253307824,0.903400892249142,-2.7961248770729523
6.04526,19.94354,2.4533141691679066,-0.29869733230481527,0.09459341238046612,0.9732025745673424
6.78457,31.18863,-0.4905999908544647,0.5552099706159699,-0.34373498933091406,0.10944560563736112
