longitude,latitude,class,soil_unit_id,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,TEXTURE_SOTER_F,TEXTURE_SOTER_M,TEXTURE_SOTER_V
6.79057,31.18797,1,36,-2.0235953545225818,-0.16062124299523553,0.0031923345053885646,-0.05592668075682315,0.15712229391428048,-0.029606612182342326,-0.2326198764704978,-0.11045939339632187,-0.02304729431845653,-0.12492088717004331,-0.005361274235096832,0.20174034125998738,-2.6396084619147886,-1.9302002909736125,-1.6861209963501365,0.22345536613370315,-1.504577966018277,-0.13109487049127191,-1.5146683229077462,-0.4336135746196575,0.264563429046362,0,1,0
-0.43306,25.84771,0,1818,0.17244388237703748,0.9283302420754014,-0.3669283539059694,-0.5823405066395387,0.9656801666014964,0.416147360044673,-0.7752573653006873,-0.9522877203413187,1.0549620499224917,-0.8934468686137175,-1.3293579833295697,-0.33591988467498307,1.2566304728282978,0.7506416966512661,0.8072186698458076,1.0290505591774028,-0.36116292554754104,0.8839649082496458,1.2131222540067652,-0.4336135746196575,0.264563429046362,0,1,0
5.10321,31.78166,1,1315,0.17244388237703748,0.306072250606466,0.18825267871106754,-0.31913359369818095,0.15712229391428048,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.15669980936332625,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.36116292554754104,-0.13109487049127191,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
-5.79674,26.96358,0,1694,-0.5138183791540936,-0.16062124299523553,-2.402592140168438,-1.8983750713463277,1.3699591029451041,0.059544182263060734,-0.2326198764704978,-1.4020645566112517,0.2464551488323617,-1.8266571213754728,-0.005361274235096832,-1.9489005624798945,-0.09206761996738597,-1.2205656471905564,-1.0994528395981495,0.5367423856506975,-0.36116292554754104,-0.13109487049127191,0.3947851026109436,-0.6486978242906717,-1.4630558770194673,0,0,0
1.15174,27.4036,0,1818,0.17244388237703748,0.9283302420754014,-0.3669283539059694,-0.5823405066395387,0.9656801666014964,0.416147360044673,-0.7752573653006873,-0.9522877203413187,1.0549620499224917,-0.8934468686137175,-1.3293579833295697,-0.33591988467498307,1.2566304728282978,0.7506416966512661,0.8072186698458076,1.0290505591774028,-0.36116292554754104,0.8839649082496458,1.2131222540067652,-0.4336135746196575,0.264563429046362,0,1,0
7.75872,32.25707,0,36,-2.0235953545225818,-0.16062124299523553,0.0031923345053885646,-0.05592668075682315,0.15712229391428048,-0.029606612182342326,-0.2326198764704978,-0.11045939339632187,-0.02304729431845653,-0.12492088717004331,-0.005361274235096832,0.20174034125998738,-2.6396084619147886,-1.9302002909736125,-1.6861209963501365,0.22345536613370315,-1.504577966018277,-0.13109487049127191,-1.5146683229077462,-0.4336135746196575,0.264563429046362,0,1,0
6.04964,31.35807,1,1315,0.17244388237703748,0.306072250606466,0.18825267871106754,-0.31913359369818095,0.15712229391428048,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.15669980936332625,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.36116292554754104,-0.13109487049127191,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
5.75923,30.98268,1,36,-2.0235953545225818,-0.16062124299523553,0.0031923345053885646,-0.05592668075682315,0.15712229391428048,-0.029606612182342326,-0.2326198764704978,-0.11045939339632187,-0.02304729431845653,-0.12492088717004331,-0.005361274235096832,0.20174034125998738,-2.6396084619147886,-1.9302002909736125,-1.6861209963501365,0.22345536613370315,-1.504577966018277,-0.13109487049127191,-1.5146683229077462,-0.4336135746196575,0.264563429046362,0,1,0
2.51493,23.58385,0,1950,0.9959585962143948,1.6283704824779537,-0.8295792144201668,-1.1087543325222542,0.9656801666014964,-0.1187574066277454,-1.5892130594846159,-0.8380395539032893,0.6956256018421756,-1.1679205269001782,1.318635434859376,-1.5904604118565808,-0.6914889945432454,0.35640022788290165,-0.6594517220341596,-0.5821398269099965,-0.36116292554754104,0.8839649082496458,0.8266852989676063,-0.4336135746196575,0.264563429046362,0,0,0
9.38562,26.79776,0,1796,0.17244388237703748,0.9283302420754014,-0.3669283539059694,-0.5823405066395387,0.9656801666014964,0.416147360044673,-0.7752573653006873,-0.9522877203413187,1.0549620499224917,-0.8934468686137175,-1.3293579833295697,-0.33591988467498307,1.2566304728282978,0.7506416966512661,0.8072186698458076,1.0290505591774028,-0.36116292554754104,0.8839649082496458,1.2131222540067652,-0.4336135746196575,0.264563429046362,0,1,0
