longitude,latitude,class
8.04334,35.38996,1
8.20922,36.26258,1
8.20824,36.26444,1
8.04187,35.39044,1
8.04757,35.39214,1
8.05332,35.39385,1
8.04904,35.39162,1
8.0486,35.39196,1
8.05242,35.39223,1
8.05629,35.3925,1
8.04505,35.38662,1
7.12406,34.5172,1
7.12213,34.51767,1
0.47337,35.98316,1
6.94104,34.56748,1
7.31963,35.77818,1
5.40349,34.78436,1
3.22513,33.01921,1
-0.66712,35.04086,1
-0.93639,35.56458,1
-0.667,35.03782,1
6.01876,33.54747,1
6.57527,36.69635,1
3.32129,33.12142,1
5.4812,36.33085,1
0.33007,34.7979,1
3.22631,33.01859,1
7.73369,36.8864,1
7.72967,36.88566,1
7.72795,36.88504,1
3.50599,36.70811,1
2.65728,36.53268,1
6.02508,36.18108,1
-0.17907,35.7989,1
0.55843,35.73761,1
7.92763,36.28828,1
-0.59442,35.51153,1
7.62015,36.20612,1
0.95597,36.20462,1
0.64726,36.26294,1
3.1613,36.54513,1
5.99986,35.85247,1
3.08677,36.6894,1
3.16457,36.54248,1
4.86112,36.09248,1
4.86247,36.09056,1
5.11198,34.38731,1
-0.30083,35.83285,1
-0.30836,35.83515,1
6.19621,36.25835,1
7.55009,36.39308,1
5.9945,36.67725,1
5.16185,36.65933,1
5.16134,36.65985,1
7.06965,35.9635,1
4.44091,36.63603,1
6.26172,36.18565,1
3.35376,33.17325,1
5.41141,34.78473,1
3.26022,36.39219,1
3.26448,36.3933,1
4.54468,36.42754,1
7.62778,36.81524,1
3.26073,36.39435,1
3.50317,34.87307,1
3.50356,34.87196,1
-0.0061,34.20148,1
-0.0054,34.19656,1
4.95804,35.4391,1
3.05151,36.2682,1
3.05632,36.2744,1
3.05091,36.27417,1
5.90395,36.41238,1
5.89609,36.4122,1
6.17549,36.3479,1
6.1731,36.34085,1
6.17235,36.34237,1
6.18101,36.34255,1
5.43075,36.17319,1
5.43777,36.17337,1
5.90292,36.4119,1
5.895,36.41176,1
6.94955,36.86546,1
5.48169,36.52311,1
5.48212,36.52253,1
6.13608,35.75684,1
5.85647,36.12847,1
-0.93662,35.56453,1
2.56073,36.50192,1
2.56496,36.50125,1
1.35454,35.33901,1
-0.57642,35.63668,1
-0.57494,35.63538,1
5.80026,36.47848,1
5.79525,36.47799,1
5.79916,36.48253,1
1.35625,35.33767,1
6.57784,36.444,1
5.91358,36.79125,1
3.26529,36.63032,1
6.007,36.11454,1
6.00725,36.11528,1
3.22942,33.0164,1
6.58346,36.04084,1
6.58309,36.04049,1
-0.33121,35.82815,1
5.27292,34.74918,1
5.27688,34.74892,1
5.27619,34.74362,1
5.27466,34.75051,1
5.27398,34.7452,1
5.27794,34.74493,1
2.95254,36.53369,1
2.7522,36.4725,1
-0.26488,35.76077,1
5.82246,34.69374,1
5.82413,34.69678,1
5.79887,35.05578,1
5.79719,35.05457,1
6.42188,36.5295,1
6.42635,36.53065,1
