longitude,latitude,class
5.82689,31.61882,1
4.99811,31.9418,1
6.02892,31.67578,1
7.02531,30.47155,1
6.20441,31.84466,1
7.86258,27.92303,1
0.46263,27.79915,1
6.47307,32.13359,1
5.79549,31.72134,1
7.02506,30.46951,1
7.02917,30.47053,1
7.14378,30.36461,1
6.84898,29.79156,1
3.17517,32.91895,1
5.77309,36.24802,1
2.07146,27.32623,1
7.14464,30.36086,1
2.92402,30.5222,1
2.92453,30.51703,1
6.98228,32.35915,1
6.98248,32.35253,1
6.47519,32.13551,1
5.79613,31.72057,1
6.00335,31.70748,1
6.20368,31.56874,1
6.05924,31.33589,1
6.78642,31.18496,1
6.79269,31.18525,1
8.02762,31.06125,1
6.97584,32.36405,1
6.9806,32.36248,1
8.07752,30.26027,1
8.07442,30.25558,1
7.02528,30.47797,1
7.01717,30.47827,1
7.02481,30.47371,1
7.01673,30.47397,1
6.70361,29.70598,1
6.70342,29.70768,1
7.52769,28.63718,1
7.64717,28.5766,1
7.25158,28.60059,1
7.52842,28.63726,1
7.79741,30.22513,1
7.50302,28.4789,1
4.99713,31.94114,1
7.02211,30.47387,1
7.02535,30.4731,1
6.05074,31.35753,1
6.78493,31.18834,1
6.20626,31.84197,1
6.46719,32.13783,1
6.9822,32.36031,1
6.9747,32.35706,1
0.46382,27.79825,1
7.86007,27.92282,1
7.85873,27.92291,1
9.14079,28.91275,1
7.62034,28.64152,1
7.7398,30.08467,1
7.73932,30.0854,1
7.14578,30.3597,1
6.78709,31.18738,1
9.14185,28.91424,1
6.47419,32.13514,1
6.98483,32.35887,1
6.47425,32.13439,1
2.07216,27.32752,1
9.13544,28.91526,1
5.79125,31.7126,1
5.00134,31.93766,1
6.47061,32.13421,1
6.46866,32.13647,1
6.45599,32.19467,1
6.97951,32.35287,1
6.98598,32.35848,1
6.98251,32.3582,1
7.14534,30.36101,1
7.02794,30.47237,1
7.02622,30.47304,1
6.79247,31.18562,1
6.78602,31.18508,1
4.08916,36.59569,1
6.98195,32.35824,1
6.97587,32.35558,1
3.41358,32.88007,1
6.46777,32.13746,1
6.47263,32.13654,1
0.52373,32.86838,1
4.99968,31.9412,1
5.93073,31.77252,1
6.78656,31.19057,1
6.05393,31.35886,1
7.02296,30.47363,1
6.7856,31.1869,1
9.13304,28.91716,1
7.86109,27.92143,1
9.13792,28.91611,1
0.46379,27.79878,1
6.48845,29.45662,1
9.25073,28.2481,1
8.26773,31.44936,1
5.0016,31.93895,1
6.47343,32.13567,1
6.47116,32.13309,1
6.98382,32.35703,1
7.73496,30.07731,1
7.76583,30.23966,1
7.76414,30.24025,1
7.02865,30.47124,1
7.0251,30.47144,1
6.78585,31.18834,1
6.0675,31.55452,1
6.05119,31.35906,1
6.96613,36.88305,1
4.56712,36.76893,1
5.02872,36.45522,1
5.49827,36.07041,1
6.98195,32.35973,1
6.9772,32.35706,1
6.46836,32.13511,1
6.05046,31.36112,1
4.99878,31.94116,1
5.00084,31.94125,1
7.02303,30.47101,1
7.02372,30.4743,1
8.26147,30.61003,1
8.26221,30.61334,1
6.78949,31.1883,1
6.7855,31.18892,1
9.25019,28.25011,1
2.5128,27.18192,1
0.46353,27.80115,1
9.25192,28.25026,1
2.04953,27.28926,1
9.18153,27.75591,1
6.48876,29.45693,1
8.36386,31.08073,1
6.78737,31.18589,1
9.1543,31.6203,1
6.05048,31.34903,1
6.05334,31.35946,1
6.99058,32.1353,1
6.4699,32.13388,1
5.00017,31.94165,1
4.76967,36.03644,1
5.1992,36.50336,1
5.19994,36.50008,1
4.06829,36.87158,1
-0.86551,35.55917,1
4.43867,36.79538,1
4.99684,31.94047,1
6.98206,32.36202,1
6.98144,32.35814,1
6.97568,32.35878,1
6.97506,32.35804,1
6.46807,32.13716,1
9.24921,28.25309,1
7.02222,30.47498,1
7.02756,30.47433,1
8.26389,30.61293,1
8.25919,30.61354,1
6.78704,31.18855,1
6.78818,31.18954,1
6.05338,31.36113,1
2.50832,27.18344,1
7.86151,27.9235,1
7.85889,27.92399,1
0.45887,27.79876,1
2.04917,27.29162,1
9.25194,28.25061,1
6.97866,32.35663,1
6.9839,32.35762,1
4.999,31.9405,1
6.47185,32.13404,1
5.94113,31.81405,1
5.83011,31.48308,1
6.7897,31.18701,1
5.76199,30.97469,1
8.07932,31.02883,1
8.53289,31.08098,1
8.09995,30.71948,1
8.09744,30.72219,1
7.02549,30.47178,1
6.40767,30.24147,1
7.69754,36.79238,1
6.47045,32.13792,1
6.4666,32.13821,1
6.98142,32.35907,1
4.99758,31.9437,1
6.78436,31.1884,1
6.78791,31.18812,1
7.02294,30.47327,1
7.02628,30.47299,1
9.13695,28.91749,1
9.20342,27.75305,1
9.20539,27.7522,1
2.50739,27.18123,1
7.30695,36.75873,1
4.99846,31.94084,1
6.46654,32.13752,1
6.46831,32.13684,1
