latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,pays
27.72818,9.872,295.51,0.76,0.77,2024-01-01,3,N20,VIIRS,n,2,277.66,1.24,N,2,Algeria
28.63288,9.77909,301.8,0.79,0.78,2024-01-01,3,N20,VIIRS,n,2,277.05,1.57,N,2,Algeria
28.64012,9.77953,298.65,0.79,0.78,2024-01-01,3,N20,VIIRS,n,2,277.04,1.34,N,2,Algeria
36.74886,6.25409,338.04,0.46,0.39,2024-01-01,141,N20,VIIRS,n,2,257.28,5.21,N,2,Algeria
35.87978,4.44782,309.49,0.41,0.37,2024-01-01,141,N20,VIIRS,n,2,272.08,1.58,N,2,Algeria
35.70751,5.53337,312.32,0.45,0.39,2024-01-01,141,N20,VIIRS,n,2,268.88,1.25,N,0,Algeria
32.27667,3.98647,311.93,0.43,0.38,2024-01-01,142,N20,VIIRS,n,2,278.7,1.15,N,2,Algeria
32.40079,4.00642,304.0,0.43,0.38,2024-01-01,142,N20,VIIRS,n,2,277.15,0.77,N,2,Algeria
32.4026,4.00461,306.45,0.43,0.38,2024-01-01,142,N20,VIIRS,n,2,277.38,0.85,N,2,Algeria
32.55605,3.1675,330.78,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,278.76,3.48,N,2,Algeria
32.74046,3.17942,297.47,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,275.26,0.69,N,2,Algeria
32.74119,3.17515,305.0,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,276.05,0.69,N,2,Algeria
32.74716,3.18104,317.33,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,277.72,1.68,N,2,Algeria
32.13579,6.46961,326.8,0.56,0.43,2024-01-01,142,N20,VIIRS,n,2,279.44,5.52,N,0,Algeria
32.93067,3.24417,299.95,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,274.56,0.77,N,2,Algeria
32.93215,3.23561,297.37,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,274.23,0.9,N,2,Algeria
32.93437,3.2228,296.73,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,277.43,0.78,N,2,Algeria
32.93624,3.23216,297.6,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,275.62,0.79,N,2,Algeria
32.94369,3.22952,296.67,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,274.62,0.48,N,2,Algeria
32.94704,3.23033,303.29,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,274.51,0.48,N,2,Algeria
32.35563,6.9763,341.76,0.39,0.44,2024-01-01,142,N20,VIIRS,n,2,280.66,10.25,N,0,Algeria
33.12337,3.31486,298.06,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,275.69,0.75,N,2,Algeria
33.12598,3.31998,311.03,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,276.51,1.62,N,2,Algeria
33.13417,3.31306,297.1,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,273.64,0.5,N,2,Algeria
33.13528,3.36712,297.75,0.41,0.37,2024-01-01,142,N20,VIIRS,n,2,274.45,0.73,N,2,Algeria
34.43677,2.05904,299.04,0.38,0.36,2024-01-01,142,N20,VIIRS,n,2,274.01,1.02,N,2,Algeria
34.97971,5.71668,302.43,0.46,0.39,2024-01-01,142,N20,VIIRS,n,2,276.16,0.76,N,2,Algeria
34.98327,5.71761,298.93,0.46,0.39,2024-01-01,142,N20,VIIRS,n,2,276.45,0.76,N,2,Algeria
35.09597,5.64546,305.97,0.46,0.39,2024-01-01,142,N20,VIIRS,n,2,279.97,1.21,N,2,Algeria
35.34997,5.76073,321.64,0.46,0.39,2024-01-01,142,N20,VIIRS,n,2,273.42,2.86,N,2,Algeria
31.70512,5.95919,321.75,0.53,0.42,2024-01-01,142,N20,VIIRS,n,2,277.64,2.54,N,2,Algeria
31.84843,6.0519,300.58,0.54,0.42,2024-01-01,142,N20,VIIRS,n,2,277.78,0.85,N,2,Algeria
31.78981,6.06511,303.26,0.54,0.42,2024-01-01,142,N20,VIIRS,n,2,277.15,0.99,N,2,Algeria
31.79963,6.05609,308.84,0.54,0.42,2024-01-01,142,N20,VIIRS,n,2,277.21,1.05,N,2,Algeria
31.78601,6.0641,301.62,0.54,0.42,2024-01-01,142,N20,VIIRS,n,2,276.46,0.89,N,2,Algeria
31.79801,6.05424,307.63,0.54,0.42,2024-01-01,142,N20,VIIRS,n,2,277.76,1.27,N,2,Algeria
31.78825,6.06328,312.81,0.54,0.42,2024-01-01,142,N20,VIIRS,n,2,278.1,1.29,N,2,Algeria
31.23521,8.56432,305.86,0.5,0.49,2024-01-01,142,N20,VIIRS,n,2,278.3,1.99,N,2,Algeria
31.84953,6.04638,303.4,0.53,0.42,2024-01-01,142,N20,VIIRS,n,2,277.59,0.85,N,2,Algeria
31.75166,5.2251,319.98,0.49,0.4,2024-01-01,143,N20,VIIRS,n,2,277.53,2.37,N,2,Algeria
31.39904,6.93242,314.02,0.4,0.44,2024-01-01,143,N20,VIIRS,n,2,278.66,0.64,N,2,Algeria
29.69882,6.71255,308.4,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,278.83,1.71,N,2,Algeria
29.69562,6.70719,337.55,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,280.61,2.06,N,2,Algeria
29.6974,6.69869,298.07,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,276.61,1.43,N,2,Algeria
29.69651,6.70294,309.73,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,277.43,2.06,N,2,Algeria
29.69243,6.70183,298.17,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,276.67,2.06,N,2,Algeria
29.68925,6.69647,312.79,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,277.76,1.21,N,2,Algeria
28.92072,9.74437,307.8,0.33,0.55,2024-01-01,143,N20,VIIRS,n,2,277.14,1.05,N,2,Algeria
28.73747,9.78797,338.09,0.33,0.56,2024-01-01,143,N20,VIIRS,n,2,278.35,2.91,N,2,Algeria
28.63827,9.78546,296.8,0.34,0.56,2024-01-01,143,N20,VIIRS,n,2,276.79,0.75,N,2,Algeria
28.6333,9.78395,317.39,0.34,0.56,2024-01-01,143,N20,VIIRS,n,2,278.36,1.16,N,2,Algeria
28.73248,9.15042,305.33,0.61,0.54,2024-01-01,143,N20,VIIRS,n,2,277.32,1.53,N,2,Algeria
29.2682,6.48823,308.11,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,276.42,1.66,N,2,Algeria
28.70989,9.03393,305.32,0.6,0.53,2024-01-01,143,N20,VIIRS,n,2,275.35,1.61,N,2,Algeria
29.69971,6.70831,333.18,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,278.55,2.82,N,2,Algeria
28.7062,8.93795,302.45,0.6,0.53,2024-01-01,143,N20,VIIRS,n,2,276.21,1.13,N,2,Algeria
28.70147,8.93656,295.36,0.6,0.53,2024-01-01,143,N20,VIIRS,n,2,276.14,1.13,N,2,Algeria
28.52903,9.12015,296.38,0.62,0.54,2024-01-01,143,N20,VIIRS,n,2,276.12,0.64,N,2,Algeria
28.45086,9.13752,329.79,0.62,0.54,2024-01-01,143,N20,VIIRS,n,2,276.67,3.13,N,2,Algeria
28.46392,9.05723,323.99,0.61,0.54,2024-01-01,143,N20,VIIRS,n,2,275.99,4.04,N,2,Algeria
28.61929,7.70522,320.41,0.51,0.49,2024-01-01,143,N20,VIIRS,n,2,276.84,2.35,N,2,Algeria
28.63729,7.53669,318.15,0.49,0.49,2024-01-01,143,N20,VIIRS,n,2,277.0,2.29,N,2,Algeria
28.68339,7.19145,319.04,0.47,0.48,2024-01-01,143,N20,VIIRS,n,2,275.71,1.31,N,2,Algeria
28.68242,7.19613,305.12,0.47,0.48,2024-01-01,143,N20,VIIRS,n,2,275.43,1.31,N,2,Algeria
28.19791,9.39581,327.82,0.33,0.55,2024-01-01,143,N20,VIIRS,n,2,277.0,1.44,N,0,Algeria
28.61346,7.5019,295.75,0.49,0.49,2024-01-01,143,N20,VIIRS,n,2,276.78,0.64,N,2,Algeria
28.57648,7.65394,335.54,0.5,0.49,2024-01-01,143,N20,VIIRS,n,2,278.83,4.62,N,2,Algeria
28.12826,9.49323,308.57,0.33,0.55,2024-01-01,143,N20,VIIRS,n,2,278.63,0.85,N,0,Algeria
28.5602,7.51296,313.82,0.49,0.49,2024-01-01,143,N20,VIIRS,n,2,278.53,1.77,N,2,Algeria
28.55914,7.5179,304.47,0.49,0.49,2024-01-01,143,N20,VIIRS,n,2,278.63,1.77,N,2,Algeria
28.56201,7.46161,334.02,0.49,0.49,2024-01-01,143,N20,VIIRS,n,2,277.95,4.46,N,2,Algeria
28.60102,7.25873,336.8,0.48,0.48,2024-01-01,143,N20,VIIRS,n,2,280.66,3.56,N,2,Algeria
28.47,7.50608,307.66,0.5,0.49,2024-01-01,143,N20,VIIRS,n,2,278.89,0.65,N,2,Algeria
27.92719,9.24999,339.46,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,277.04,2.18,N,2,Algeria
27.92231,9.2485,308.28,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,277.11,0.9,N,2,Algeria
27.92769,9.10647,298.82,0.63,0.54,2024-01-01,143,N20,VIIRS,n,2,278.82,1.51,N,2,Algeria
27.7249,9.87571,312.56,0.36,0.57,2024-01-01,143,N20,VIIRS,n,2,278.13,1.19,N,2,Algeria
27.76221,9.19076,337.45,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,275.51,2.04,N,2,Algeria
27.75061,9.15021,347.61,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,275.55,3.72,N,2,Algeria
27.73354,9.17904,307.45,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,274.1,0.95,N,2,Algeria
27.70352,9.17321,299.14,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,275.64,0.61,N,2,Algeria
27.7033,9.17174,300.95,0.32,0.55,2024-01-01,143,N20,VIIRS,n,2,275.17,0.46,N,2,Algeria
27.91985,7.86009,313.36,0.53,0.5,2024-01-01,143,N20,VIIRS,n,2,278.14,1.88,N,0,Algeria
27.41231,8.83701,307.16,0.63,0.54,2024-01-01,143,N20,VIIRS,n,2,278.13,1.67,N,2,Algeria
28.71432,8.9467,301.12,0.6,0.53,2024-01-01,143,N20,VIIRS,n,2,279.65,1.49,N,2,Algeria
29.7029,6.71368,315.86,0.42,0.45,2024-01-01,143,N20,VIIRS,n,2,277.18,1.71,N,2,Algeria
30.17934,7.68954,295.02,0.47,0.48,2024-01-01,143,N20,VIIRS,n,2,277.7,0.51,N,2,Algeria
30.47348,7.02693,319.97,0.42,0.46,2024-01-01,143,N20,VIIRS,n,2,276.58,3.19,N,0,Algeria
30.47437,7.0226,334.78,0.42,0.46,2024-01-01,143,N20,VIIRS,n,2,275.61,3.19,N,0,Algeria
30.25524,8.0843,301.77,0.49,0.49,2024-01-01,143,N20,VIIRS,n,2,277.52,0.9,N,2,Algeria
30.38988,7.90536,312.23,0.48,0.48,2024-01-01,143,N20,VIIRS,n,2,277.6,1.44,N,2,Algeria
30.87713,5.64268,329.5,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,279.96,3.49,N,2,Algeria
30.87562,5.64428,319.46,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,278.15,1.82,N,2,Algeria
30.87671,5.63885,297.76,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,276.78,1.82,N,2,Algeria
30.97568,5.7629,321.52,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,278.24,2.66,N,2,Algeria
30.97846,5.75932,323.34,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,276.65,1.7,N,2,Algeria
31.39504,6.93131,338.43,0.4,0.44,2024-01-01,143,N20,VIIRS,n,2,280.81,3.01,N,2,Algeria
30.83637,6.5591,331.73,0.39,0.44,2024-01-01,143,N20,VIIRS,n,2,279.23,2.58,N,2,Algeria
30.66454,8.1024,312.44,0.48,0.48,2024-01-01,143,N20,VIIRS,n,2,277.61,1.45,N,2,Algeria
31.1876,6.78554,334.03,0.4,0.44,2024-01-01,143,N20,VIIRS,n,2,280.67,3.4,N,0,Algeria
31.35859,6.05296,303.33,0.55,0.42,2024-01-01,143,N20,VIIRS,n,2,276.07,0.76,N,0,Algeria
31.36055,6.04889,298.34,0.55,0.42,2024-01-01,143,N20,VIIRS,n,2,275.85,1.03,N,0,Algeria
31.40405,5.97241,313.89,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,276.82,1.84,N,2,Algeria
31.40786,5.97344,316.18,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,276.04,0.91,N,2,Algeria
31.00775,8.17193,296.42,0.48,0.48,2024-01-01,143,N20,VIIRS,n,2,277.45,0.43,N,2,Algeria
31.01418,8.16331,313.67,0.48,0.48,2024-01-01,143,N20,VIIRS,n,2,278.5,2.03,N,2,Algeria
31.056,8.0315,310.64,0.47,0.48,2024-01-01,143,N20,VIIRS,n,2,278.88,2.56,N,2,Algeria
31.05498,8.03631,327.94,0.47,0.48,2024-01-01,143,N20,VIIRS,n,2,279.37,2.56,N,2,Algeria
31.49636,5.84262,297.1,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,275.51,0.49,N,2,Algeria
31.01514,8.16122,310.99,0.48,0.48,2024-01-01,143,N20,VIIRS,n,2,278.06,1.92,N,2,Algeria
31.05674,8.03461,328.52,0.47,0.48,2024-01-01,143,N20,VIIRS,n,2,280.12,3.42,N,2,Algeria
31.39296,6.94102,298.4,0.4,0.44,2024-01-01,143,N20,VIIRS,n,2,278.56,0.92,N,2,Algeria
31.39465,6.93273,317.96,0.4,0.44,2024-01-01,143,N20,VIIRS,n,2,280.82,1.65,N,2,Algeria
31.58964,5.95465,309.9,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,276.26,1.26,N,2,Algeria
31.5914,5.95655,309.28,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,276.5,1.43,N,2,Algeria
31.3933,6.93957,299.41,0.4,0.44,2024-01-01,143,N20,VIIRS,n,2,278.52,1.82,N,2,Algeria
31.70663,5.95864,316.52,0.53,0.42,2024-01-01,143,N20,VIIRS,n,2,277.22,2.22,N,2,Algeria
31.66706,6.0587,296.89,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,279.53,1.6,N,2,Algeria
31.66435,6.05212,340.39,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,280.78,6.31,N,2,Algeria
31.66325,6.05771,349.55,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,281.2,6.31,N,2,Algeria
31.66216,6.06329,326.69,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,279.06,5.3,N,2,Algeria
31.64875,5.98937,323.76,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,278.97,2.87,N,2,Algeria
31.64387,5.99386,313.07,0.54,0.42,2024-01-01,143,N20,VIIRS,n,2,277.15,2.08,N,2,Algeria
27.79832,0.4631,301.0,0.39,0.36,2024-01-01,144,N20,VIIRS,n,2,279.82,0.36,N,0,Algeria
27.40952,8.83786,341.33,0.47,0.48,2024-01-01,1259,N20,VIIRS,n,2,305.24,2.74,D,2,Algeria
27.75013,9.15178,342.55,0.5,0.49,2024-01-01,1259,N20,VIIRS,n,2,306.43,3.73,D,2,Algeria
27.74744,9.15303,347.3,0.5,0.49,2024-01-01,1259,N20,VIIRS,n,2,305.72,4.47,D,2,Algeria
27.76042,9.19278,341.77,0.5,0.49,2024-01-01,1259,N20,VIIRS,n,2,306.36,2.67,D,2,Algeria
27.92359,9.25247,343.48,0.51,0.49,2024-01-01,1259,N20,VIIRS,n,2,301.53,5.49,D,2,Algeria
27.92,7.86322,342.34,0.42,0.45,2024-01-01,1259,N20,VIIRS,n,2,301.47,2.4,D,0,Algeria
28.19779,9.3965,341.61,0.52,0.5,2024-01-01,1259,N20,VIIRS,n,2,300.6,3.68,D,0,Algeria
28.19753,9.39933,338.15,0.52,0.5,2024-01-01,1259,N20,VIIRS,n,2,300.02,2.21,D,0,Algeria
28.4462,9.13943,341.12,0.51,0.49,2024-01-01,1259,N20,VIIRS,n,2,300.94,1.98,D,2,Algeria
28.46573,9.0589,340.33,0.5,0.49,2024-01-01,1259,N20,VIIRS,n,2,303.04,3.2,D,2,Algeria
28.71069,9.03713,336.99,0.51,0.49,2024-01-01,1259,N20,VIIRS,n,2,301.67,3.35,D,2,Algeria
28.70136,8.93941,345.69,0.5,0.49,2024-01-01,1259,N20,VIIRS,n,2,300.56,5.86,D,2,Algeria
28.55732,7.51614,341.46,0.41,0.45,2024-01-01,1259,N20,VIIRS,n,2,304.51,6.23,D,2,Algeria
28.57628,7.6552,343.61,0.42,0.45,2024-01-01,1259,N20,VIIRS,n,2,305.83,8.02,D,2,Algeria
28.56017,7.46486,341.07,0.41,0.45,2024-01-01,1259,N20,VIIRS,n,2,303.65,3.28,D,2,Algeria
28.616,7.71094,336.21,0.42,0.45,2024-01-01,1259,N20,VIIRS,n,2,302.92,2.59,D,2,Algeria
28.59971,7.25935,346.53,0.4,0.44,2024-01-01,1259,N20,VIIRS,n,2,307.89,7.32,D,2,Algeria
28.68359,7.1975,337.64,0.39,0.44,2024-01-01,1300,N20,VIIRS,n,2,304.12,3.17,D,2,Algeria
28.68315,7.1935,337.34,0.39,0.44,2024-01-01,1300,N20,VIIRS,n,2,305.3,2.16,D,2,Algeria
29.69458,6.70823,339.31,0.57,0.43,2024-01-01,1300,N20,VIIRS,n,2,301.69,7.69,D,2,Algeria
29.69923,6.71359,339.96,0.57,0.43,2024-01-01,1300,N20,VIIRS,n,2,300.76,2.72,D,2,Algeria
30.35671,7.76231,341.0,0.44,0.46,2024-01-01,1300,N20,VIIRS,n,2,296.23,3.14,D,0,Algeria
30.36099,7.76178,342.03,0.44,0.46,2024-01-01,1300,N20,VIIRS,n,2,298.18,3.14,D,0,Algeria
30.38929,7.90935,342.19,0.45,0.47,2024-01-01,1300,N20,VIIRS,n,2,297.15,9.68,D,2,Algeria
30.3888,7.90461,336.23,0.45,0.47,2024-01-01,1300,N20,VIIRS,n,2,301.67,9.68,D,2,Algeria
30.47252,7.02669,342.07,0.41,0.45,2024-01-01,1300,N20,VIIRS,n,2,300.43,7.34,D,0,Algeria
30.83512,6.56167,339.17,0.39,0.44,2024-01-01,1300,N20,VIIRS,n,2,297.76,2.52,D,2,Algeria
30.87489,5.6439,341.03,0.52,0.42,2024-01-01,1300,N20,VIIRS,n,2,299.86,13.72,D,2,Algeria
31.65971,6.06441,346.31,0.56,0.43,2024-01-01,1300,N20,VIIRS,n,2,295.59,8.62,D,2,Algeria
31.66299,6.05791,344.53,0.56,0.43,2024-01-01,1300,N20,VIIRS,n,2,296.29,6.99,D,2,Algeria
31.66234,6.05203,345.56,0.56,0.43,2024-01-01,1300,N20,VIIRS,n,2,296.4,6.99,D,2,Algeria
31.66627,6.0514,335.97,0.56,0.43,2024-01-01,1300,N20,VIIRS,n,2,290.9,4.1,D,2,Algeria
31.74894,5.22838,337.58,0.51,0.41,2024-01-01,1300,N20,VIIRS,n,2,295.61,11.12,D,2,Algeria
36.87868,6.94285,297.7,0.38,0.36,2024-01-02,122,N20,VIIRS,n,2,281.64,1.09,N,2,Algeria
36.87802,6.94712,300.67,0.38,0.36,2024-01-02,122,N20,VIIRS,n,2,281.44,0.61,N,2,Algeria
36.74844,6.25429,339.39,0.39,0.36,2024-01-02,122,N20,VIIRS,n,2,284.89,4.8,N,2,Algeria
36.74578,6.24922,299.41,0.39,0.36,2024-01-02,122,N20,VIIRS,n,2,284.21,1.1,N,2,Algeria
36.74514,6.25353,308.12,0.39,0.36,2024-01-02,122,N20,VIIRS,n,2,281.96,4.8,N,2,Algeria
36.43099,6.62002,299.92,0.38,0.36,2024-01-02,122,N20,VIIRS,n,2,278.93,0.83,N,2,Algeria
36.43033,6.62428,299.99,0.38,0.36,2024-01-02,122,N20,VIIRS,n,2,279.85,0.83,N,2,Algeria
36.74879,3.07996,308.82,0.47,0.4,2024-01-02,122,N20,VIIRS,n,2,282.81,1.46,N,2,Algeria
36.17648,5.57183,313.46,0.39,0.36,2024-01-02,122,N20,VIIRS,n,2,274.81,1.36,N,2,Algeria
36.4938,2.46763,329.0,0.49,0.41,2024-01-02,122,N20,VIIRS,n,2,283.1,5.19,N,0,Algeria
36.49316,2.47313,299.77,0.49,0.41,2024-01-02,122,N20,VIIRS,n,2,282.6,2.79,N,0,Algeria
36.49249,2.46726,328.05,0.49,0.41,2024-01-02,122,N20,VIIRS,n,2,281.4,3.97,N,0,Algeria
36.49182,2.47275,321.24,0.49,0.41,2024-01-02,122,N20,VIIRS,n,2,284.01,3.97,N,0,Algeria
35.88094,4.44531,314.34,0.41,0.37,2024-01-02,123,N20,VIIRS,n,2,279.58,1.55,N,2,Algeria
36.132,1.24076,300.31,0.56,0.43,2024-01-02,123,N20,VIIRS,n,2,281.11,1.41,N,2,Algeria
36.12807,1.24013,307.49,0.56,0.43,2024-01-02,123,N20,VIIRS,n,2,282.63,1.98,N,2,Algeria
35.3499,5.76016,326.28,0.39,0.36,2024-01-02,123,N20,VIIRS,n,2,280.33,4.68,N,2,Algeria
35.82357,-0.32747,299.08,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,282.27,0.75,N,2,Algeria
35.81113,-0.24048,337.62,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,287.61,4.31,N,3,Algeria
35.81431,-0.27452,305.22,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,281.92,1.5,N,2,Algeria
35.81068,-0.2356,299.17,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,286.68,3.02,N,3,Algeria
35.09488,5.64488,306.54,0.39,0.36,2024-01-02,123,N20,VIIRS,n,2,279.63,1.44,N,2,Algeria
35.82507,-0.32831,295.24,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,283.09,1.09,N,2,Algeria
35.81161,-0.23657,336.28,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,288.03,2.67,N,3,Algeria
35.81549,-0.27545,309.38,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,281.99,0.94,N,2,Algeria
35.81501,-0.27063,298.89,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,282.64,1.06,N,2,Algeria
35.8121,-0.24145,302.88,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,286.99,2.67,N,3,Algeria
35.80929,-0.25654,339.36,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,284.3,3.71,N,2,Algeria
35.79778,-0.18427,295.22,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,283.69,1.04,N,2,Algeria
35.77142,-0.26666,298.13,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,287.09,1.47,N,2,Algeria
34.98262,5.71355,323.78,0.39,0.36,2024-01-02,123,N20,VIIRS,n,2,282.44,1.83,N,2,Algeria
34.98199,5.71777,298.87,0.39,0.36,2024-01-02,123,N20,VIIRS,n,2,283.04,1.27,N,2,Algeria
35.62561,-0.26469,306.36,0.44,0.46,2024-01-02,123,N20,VIIRS,n,2,280.6,0.92,N,0,Algeria
35.56842,-0.93801,301.28,0.48,0.48,2024-01-02,123,N20,VIIRS,n,2,281.46,1.06,N,2,Algeria
33.13645,3.36802,301.98,0.42,0.38,2024-01-02,123,N20,VIIRS,n,2,277.77,0.94,N,2,Algeria
33.13829,3.36612,300.24,0.42,0.38,2024-01-02,123,N20,VIIRS,n,2,277.26,0.77,N,2,Algeria
33.13004,3.32274,298.42,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,277.27,0.99,N,2,Algeria
33.1272,3.31753,303.15,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,277.2,1.28,N,2,Algeria
33.12659,3.32208,304.29,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,280.45,0.99,N,2,Algeria
33.12374,3.31688,302.32,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,277.24,0.67,N,2,Algeria
33.06885,3.32967,295.51,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,276.91,0.47,N,2,Algeria
32.94907,3.22951,298.57,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,277.82,0.57,N,2,Algeria
32.94561,3.22884,303.45,0.43,0.38,2024-01-02,123,N20,VIIRS,n,2,278.3,0.57,N,2,Algeria
32.93614,3.23416,303.0,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,278.59,1.65,N,2,Algeria
32.93392,3.2244,297.5,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,279.09,0.82,N,2,Algeria
32.93267,3.2335,296.85,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,277.63,1.01,N,2,Algeria
32.92797,3.24193,297.11,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,279.23,1.12,N,2,Algeria
32.7496,3.18212,297.97,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,277.17,0.44,N,2,Algeria
32.74388,3.17172,295.64,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,278.09,1.07,N,2,Algeria
32.55619,3.16879,332.97,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,281.02,2.64,N,2,Algeria
32.40245,4.00579,309.2,0.4,0.37,2024-01-02,124,N20,VIIRS,n,2,280.83,0.95,N,2,Algeria
32.27846,3.98447,306.73,0.4,0.37,2024-01-02,124,N20,VIIRS,n,2,280.32,0.99,N,2,Algeria
32.27785,3.98872,300.68,0.4,0.37,2024-01-02,124,N20,VIIRS,n,2,281.05,1.08,N,2,Algeria
31.39822,6.93232,333.0,0.39,0.37,2024-01-02,124,N20,VIIRS,n,2,280.53,2.63,N,2,Algeria
31.3949,6.93156,301.91,0.39,0.37,2024-01-02,124,N20,VIIRS,n,2,277.07,2.63,N,2,Algeria
31.39353,6.93976,297.52,0.39,0.37,2024-01-02,124,N20,VIIRS,n,2,275.35,2.05,N,2,Algeria
31.40833,5.97569,295.35,0.38,0.36,2024-01-02,124,N20,VIIRS,n,2,273.93,0.53,N,2,Algeria
31.40505,5.97498,328.41,0.38,0.36,2024-01-02,124,N20,VIIRS,n,2,277.21,2.77,N,2,Algeria
31.0575,8.0336,332.06,0.42,0.38,2024-01-02,124,N20,VIIRS,n,2,277.77,3.5,N,2,Algeria
31.05408,8.03278,327.21,0.42,0.38,2024-01-02,124,N20,VIIRS,n,2,276.78,3.5,N,2,Algeria
31.40241,5.97025,295.21,0.38,0.36,2024-01-02,124,N20,VIIRS,n,2,268.52,0.88,N,2,Algeria
31.01278,8.16438,299.64,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,277.69,1.09,N,2,Algeria
31.0112,8.1732,319.78,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,277.58,1.57,N,2,Algeria
31.00777,8.17238,302.74,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,276.58,1.57,N,2,Algeria
31.18981,6.78959,314.05,0.39,0.36,2024-01-02,124,N20,VIIRS,n,2,279.06,1.57,N,0,Algeria
31.18718,6.78476,327.8,0.39,0.36,2024-01-02,124,N20,VIIRS,n,2,278.59,2.8,N,0,Algeria
30.66327,8.10025,308.15,0.43,0.38,2024-01-02,124,N20,VIIRS,n,2,273.41,1.34,N,2,Algeria
30.97038,5.7533,334.94,0.38,0.36,2024-01-02,124,N20,VIIRS,n,2,269.62,7.72,N,2,Algeria
30.96974,5.75729,320.48,0.38,0.36,2024-01-02,124,N20,VIIRS,n,2,264.5,7.72,N,2,Algeria
30.47412,7.02324,326.05,0.4,0.37,2024-01-02,124,N20,VIIRS,n,2,276.46,1.88,N,0,Algeria
