latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,pays
35.82657,-0.32734,300.89,0.33,0.56,2024-06-20,110,N20,VIIRS,n,2,281.87,1.35,N,2,Algeria
35.80706,-0.3442,298.06,0.34,0.56,2024-06-20,110,N20,VIIRS,n,2,282.04,1.58,N,2,Algeria
34.98129,5.7154,318.72,0.47,0.4,2024-06-20,110,N20,VIIRS,n,2,300.81,2.14,N,2,Algeria
35.56654,-0.93912,306.14,0.36,0.57,2024-06-20,110,N20,VIIRS,n,2,285.72,0.65,N,2,Algeria
35.56762,-0.93814,303.91,0.36,0.57,2024-06-20,110,N20,VIIRS,n,2,285.4,0.6,N,2,Algeria
34.78436,5.40349,309.32,0.49,0.4,2024-06-20,110,N20,VIIRS,n,2,297.74,1.74,N,0,Algeria
35.31279,-1.34509,303.45,0.38,0.59,2024-06-20,110,N20,VIIRS,n,2,285.58,0.66,N,2,Algeria
34.43897,5.8867,309.4,0.46,0.39,2024-06-20,110,N20,VIIRS,n,2,297.58,1.42,N,2,Algeria
33.13861,3.36764,315.41,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.51,1.24,N,2,Algeria
33.12754,3.31927,310.15,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.13,1.83,N,2,Algeria
33.12396,3.31448,308.72,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.06,0.53,N,2,Algeria
33.06903,3.33151,306.93,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,294.56,0.51,N,2,Algeria
33.06768,3.33254,305.41,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,294.84,0.53,N,2,Algeria
32.95163,3.2267,320.89,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,296.56,14.83,N,2,Algeria
32.95117,3.2309,349.61,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,302.1,14.83,N,2,Algeria
32.95071,3.23511,310.4,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.74,1.84,N,2,Algeria
32.94761,3.22604,322.23,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,296.14,14.83,N,2,Algeria
32.94715,3.23025,353.06,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,300.64,14.83,N,2,Algeria
32.94807,3.22183,309.9,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.69,2.3,N,2,Algeria
32.94668,3.23447,311.19,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.87,1.84,N,2,Algeria
32.51255,6.71142,334.74,0.42,0.37,2024-06-20,110,N20,VIIRS,n,2,298.07,3.03,N,2,Algeria
32.94311,3.22962,307.87,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.55,1.71,N,2,Algeria
32.83862,3.24026,307.02,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,295.18,0.8,N,2,Algeria
32.35654,6.97737,327.45,0.41,0.37,2024-06-20,110,N20,VIIRS,n,2,306.5,28.29,N,2,Algeria
32.55384,3.16989,327.69,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,298.44,2.67,N,2,Algeria
32.55429,3.16573,307.61,0.39,0.44,2024-06-20,110,N20,VIIRS,n,2,296.25,2.18,N,2,Algeria
32.13672,6.47163,342.4,0.42,0.38,2024-06-20,110,N20,VIIRS,n,2,300.15,7.68,N,2,Algeria
32.4022,4.00407,321.06,0.53,0.42,2024-06-20,110,N20,VIIRS,n,2,297.57,2.6,N,2,Algeria
32.22989,4.73662,307.71,0.49,0.4,2024-06-20,110,N20,VIIRS,n,2,297.41,1.32,N,0,Algeria
32.27686,3.98783,313.24,0.53,0.42,2024-06-20,110,N20,VIIRS,n,2,296.82,1.73,N,2,Algeria
31.96135,5.21475,311.66,0.46,0.39,2024-06-20,110,N20,VIIRS,n,2,298.44,1.13,N,2,Algeria
31.84753,6.05312,329.25,0.43,0.38,2024-06-20,110,N20,VIIRS,n,2,298.83,2.1,N,2,Algeria
31.94044,4.99961,330.83,0.47,0.4,2024-06-20,110,N20,VIIRS,n,2,298.15,5.2,N,0,Algeria
31.80551,5.99436,315.87,0.43,0.38,2024-06-20,110,N20,VIIRS,n,2,299.96,1.65,N,2,Algeria
31.78896,6.06543,322.64,0.43,0.38,2024-06-20,110,N20,VIIRS,n,2,299.94,2.2,N,2,Algeria
31.78549,6.06478,318.48,0.43,0.38,2024-06-20,110,N20,VIIRS,n,2,298.78,1.51,N,2,Algeria
31.75536,6.14433,311.45,0.43,0.38,2024-06-20,110,N20,VIIRS,n,2,298.56,1.01,N,2,Algeria
31.8476,5.05754,311.46,0.47,0.4,2024-06-20,110,N20,VIIRS,n,2,298.18,1.56,N,2,Algeria
31.70556,5.95968,334.25,0.43,0.38,2024-06-20,110,N20,VIIRS,n,2,298.93,3.49,N,2,Algeria
30.25432,8.08441,328.37,0.38,0.36,2024-06-20,111,N20,VIIRS,n,2,299.1,1.45,N,2,Algeria
31.3968,6.9334,334.59,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.73,4.37,N,2,Algeria
31.40715,5.97558,340.73,0.43,0.38,2024-06-20,111,N20,VIIRS,n,2,305.25,4.86,N,2,Algeria
31.40428,5.97045,313.87,0.43,0.38,2024-06-20,111,N20,VIIRS,n,2,298.31,4.86,N,2,Algeria
31.40368,5.97495,317.41,0.43,0.38,2024-06-20,111,N20,VIIRS,n,2,299.24,4.86,N,2,Algeria
31.36575,6.04588,329.64,0.43,0.38,2024-06-20,111,N20,VIIRS,n,2,297.77,3.33,N,0,Algeria
31.36515,6.05033,325.79,0.43,0.38,2024-06-20,111,N20,VIIRS,n,2,298.6,3.33,N,0,Algeria
31.3611,6.05415,321.19,0.43,0.38,2024-06-20,111,N20,VIIRS,n,2,297.86,1.82,N,0,Algeria
31.05806,8.03435,311.18,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,300.58,5.37,N,2,Algeria
31.05477,8.03368,344.93,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,305.49,5.37,N,2,Algeria
31.01775,8.16424,331.37,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,300.15,21.7,N,2,Algeria
31.01837,8.16024,309.92,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,298.26,21.7,N,2,Algeria
31.01508,8.15956,322.94,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,299.28,21.7,N,2,Algeria
31.01446,8.16356,341.04,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,327.28,21.7,N,2,Algeria
31.01385,8.16755,324.55,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,300.5,3.41,N,2,Algeria
31.01263,8.17554,336.71,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,303.68,10.18,N,2,Algeria
31.01324,8.17154,314.34,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,300.02,3.41,N,2,Algeria
31.00995,8.17087,326.66,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,298.62,1.96,N,2,Algeria
31.01118,8.16288,313.88,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.74,1.25,N,2,Algeria
31.00934,8.17486,314.11,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.49,1.36,N,2,Algeria
31.18994,6.78893,333.85,0.41,0.37,2024-06-20,111,N20,VIIRS,n,2,300.01,2.65,N,0,Algeria
31.18657,6.78828,329.42,0.41,0.37,2024-06-20,111,N20,VIIRS,n,2,298.88,1.83,N,0,Algeria
30.82762,8.02826,328.79,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,298.32,1.7,N,2,Algeria
30.82372,8.03158,318.37,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,299.17,1.97,N,2,Algeria
30.66327,8.10232,331.4,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,299.65,2.42,N,2,Algeria
30.8375,6.56092,344.0,0.41,0.37,2024-06-20,111,N20,VIIRS,n,2,299.56,4.91,N,2,Algeria
30.89692,5.58419,330.87,0.44,0.38,2024-06-20,111,N20,VIIRS,n,2,299.4,3.64,N,2,Algeria
30.87861,5.64146,330.82,0.44,0.38,2024-06-20,111,N20,VIIRS,n,2,300.7,3.24,N,2,Algeria
30.87801,5.64599,314.49,0.44,0.38,2024-06-20,111,N20,VIIRS,n,2,299.31,2.4,N,2,Algeria
30.39046,7.90693,313.31,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,298.27,1.43,N,2,Algeria
30.47356,7.02712,330.45,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,300.2,6.43,N,2,Algeria
30.25371,8.08837,315.61,0.38,0.36,2024-06-20,111,N20,VIIRS,n,2,299.2,1.45,N,2,Algeria
30.17867,7.68977,320.23,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.47,1.25,N,2,Algeria
29.70197,6.71273,334.66,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.63,3.01,N,2,Algeria
29.69922,6.708,312.4,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,298.99,1.15,N,2,Algeria
29.69862,6.71209,316.2,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,300.13,2.4,N,2,Algeria
29.69646,6.70328,331.23,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.36,1.15,N,2,Algeria
29.69587,6.70737,310.08,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.39,1.15,N,2,Algeria
29.69312,6.70264,313.1,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.14,1.11,N,2,Algeria
29.69252,6.70673,313.27,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.16,1.11,N,2,Algeria
29.69036,6.69791,320.95,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,300.03,1.68,N,2,Algeria
29.68701,6.69728,313.22,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,298.9,1.18,N,2,Algeria
29.68642,6.70137,311.13,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.28,1.11,N,2,Algeria
28.91572,9.74694,314.34,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,294.63,1.11,N,2,Algeria
29.26903,6.48938,318.38,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,298.53,1.15,N,2,Algeria
29.26844,6.49348,311.92,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,298.7,1.26,N,2,Algeria
29.25837,6.49159,316.46,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.74,2.17,N,2,Algeria
28.73703,9.78918,331.32,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,297.47,2.28,N,2,Algeria
28.63536,9.78471,316.02,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,296.56,1.04,N,2,Algeria
28.63201,9.78397,320.27,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,295.65,1.04,N,2,Algeria
28.63132,9.78805,306.58,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,295.85,1.77,N,2,Algeria
28.73449,9.15374,318.31,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,296.41,1.1,N,2,Algeria
28.7098,9.03571,330.13,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.57,4.21,N,2,Algeria
28.70484,8.94091,328.74,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.41,4.0,N,2,Algeria
28.5285,9.12055,312.81,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,294.99,0.7,N,2,Algeria
28.52784,9.12451,307.45,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,295.73,0.7,N,2,Algeria
28.46775,9.05583,305.72,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,295.57,0.28,N,2,Algeria
28.46445,9.05514,328.56,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,295.98,4.34,N,2,Algeria
28.4638,9.05909,322.82,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,296.51,3.55,N,2,Algeria
28.45076,9.13813,335.38,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.25,5.34,N,2,Algeria
28.63489,7.53564,312.31,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,294.56,1.16,N,2,Algeria
28.56105,7.46142,329.18,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,297.51,2.69,N,2,Algeria
28.56045,7.46533,314.99,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,296.52,2.69,N,2,Algeria
28.47868,7.51051,311.61,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,298.5,1.27,N,2,Algeria
28.08192,9.78516,321.78,0.41,0.37,2024-06-20,111,N20,VIIRS,n,2,295.75,1.94,N,2,Algeria
28.15465,8.96847,310.04,0.39,0.36,2024-06-20,111,N20,VIIRS,n,2,296.89,0.5,N,2,Algeria
27.92618,9.25299,328.15,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,295.93,1.3,N,2,Algeria
27.92286,9.25227,307.52,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,296.1,1.3,N,2,Algeria
27.92736,9.10612,309.18,0.39,0.37,2024-06-20,111,N20,VIIRS,n,2,298.15,1.21,N,2,Algeria
28.15614,7.59383,340.71,0.38,0.36,2024-06-20,111,N20,VIIRS,n,2,298.79,7.29,N,0,Algeria
28.15286,7.59318,312.4,0.38,0.36,2024-06-20,111,N20,VIIRS,n,2,297.19,1.15,N,0,Algeria
27.72732,9.87827,319.45,0.41,0.37,2024-06-20,111,N20,VIIRS,n,2,298.31,1.45,N,2,Algeria
27.76612,9.19244,318.09,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,296.67,1.82,N,2,Algeria
27.7628,9.19174,328.89,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,296.7,1.82,N,2,Algeria
27.74884,9.1518,336.97,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,297.24,3.76,N,2,Algeria
27.73687,9.18214,329.47,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,299.07,2.85,N,2,Algeria
27.92062,7.85946,332.76,0.38,0.36,2024-06-20,111,N20,VIIRS,n,2,298.2,5.69,N,0,Algeria
27.70103,9.1752,317.39,0.4,0.37,2024-06-20,111,N20,VIIRS,n,2,298.26,1.23,N,2,Algeria
28.11576,0.3041,303.68,0.51,0.49,2024-06-20,112,N20,VIIRS,n,2,280.33,3.62,N,2,Algeria
27.40865,8.83973,330.14,0.39,0.36,2024-06-20,112,N20,VIIRS,n,2,299.64,2.54,N,2,Algeria
27.1483,8.80432,321.06,0.39,0.36,2024-06-20,112,N20,VIIRS,n,2,298.88,2.13,N,2,Algeria
35.80478,-0.34368,296.36,0.58,0.69,2024-06-20,250,N20,VIIRS,n,2,284.62,0.6,N,2,Algeria
35.80726,-0.33993,298.02,0.58,0.69,2024-06-20,250,N20,VIIRS,n,2,284.71,0.57,N,2,Algeria
35.4587,-0.39497,297.71,0.59,0.7,2024-06-20,250,N20,VIIRS,n,2,284.25,0.69,N,2,Algeria
35.31367,-1.34159,300.15,0.53,0.67,2024-06-20,250,N20,VIIRS,n,2,284.95,1.01,N,2,Algeria
35.81655,-0.26785,307.39,0.58,0.7,2024-06-20,250,N20,VIIRS,n,2,285.19,1.5,N,2,Algeria
35.82516,-0.32024,300.7,0.58,0.69,2024-06-20,250,N20,VIIRS,n,2,284.09,0.66,N,2,Algeria
35.80788,-0.25578,330.19,0.46,0.47,2024-06-20,1230,N20,VIIRS,l,2,301.71,2.77,D,2,Algeria
36.87915,6.94607,324.79,0.5,0.49,2024-06-21,50,N20,VIIRS,n,2,290.85,3.33,N,2,Algeria
36.86903,6.97973,340.81,0.49,0.49,2024-06-21,50,N20,VIIRS,n,2,292.64,7.83,N,2,Algeria
36.87634,6.94647,306.79,0.5,0.49,2024-06-21,50,N20,VIIRS,n,2,290.33,1.4,N,2,Algeria
36.18112,3.74667,309.56,0.37,0.58,2024-06-21,50,N20,VIIRS,n,2,285.51,1.04,N,2,Algeria
36.08638,6.80577,303.33,0.5,0.49,2024-06-21,50,N20,VIIRS,n,2,290.33,1.14,N,2,Algeria
36.33492,5.48375,299.08,0.59,0.53,2024-06-21,50,N20,VIIRS,n,2,287.08,1.21,N,2,Algeria
36.59608,2.87662,295.4,0.42,0.61,2024-06-21,50,N20,VIIRS,n,2,285.33,0.46,N,2,Algeria
36.6316,3.23112,306.45,0.4,0.6,2024-06-21,50,N20,VIIRS,n,2,287.62,0.84,N,2,Algeria
36.43085,6.62416,307.79,0.51,0.49,2024-06-21,50,N20,VIIRS,n,2,288.87,1.39,N,2,Algeria
36.74758,6.25416,317.5,0.54,0.51,2024-06-21,50,N20,VIIRS,n,2,290.28,2.44,N,2,Algeria
36.76169,7.30583,296.71,0.47,0.48,2024-06-21,50,N20,VIIRS,n,2,283.09,1.25,N,2,Algeria
36.86468,6.9554,330.88,0.5,0.49,2024-06-21,50,N20,VIIRS,n,2,290.77,3.75,N,2,Algeria
36.87163,6.97931,328.25,0.49,0.49,2024-06-21,50,N20,VIIRS,n,2,290.95,3.28,N,2,Algeria
35.81356,-0.27869,300.71,0.62,0.71,2024-06-21,50,N20,VIIRS,n,2,288.59,1.28,N,2,Algeria
35.81302,-0.25837,337.39,0.62,0.71,2024-06-21,50,N20,VIIRS,n,2,291.3,5.52,N,2,Algeria
36.12612,1.24156,306.67,0.51,0.66,2024-06-21,50,N20,VIIRS,n,2,289.18,2.14,N,2,Algeria
32.74638,3.18071,310.31,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.89,1.5,N,2,Algeria
32.51421,6.71304,311.57,0.46,0.47,2024-06-21,51,N20,VIIRS,n,2,295.14,1.53,N,2,Algeria
32.51471,6.70818,316.17,0.46,0.47,2024-06-21,51,N20,VIIRS,n,2,295.04,1.81,N,2,Algeria
32.83728,3.23958,305.81,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.08,0.39,N,2,Algeria
32.93372,3.24564,308.43,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.47,0.74,N,2,Algeria
32.93459,3.23366,306.47,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.3,0.78,N,2,Algeria
32.93171,3.24366,305.02,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.34,0.56,N,2,Algeria
32.93786,3.23223,305.05,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,294.1,1.23,N,2,Algeria
32.94883,3.22937,312.36,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,294.09,1.21,N,2,Algeria
33.01921,3.22513,303.24,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.45,0.49,N,0,Algeria
33.12358,3.31909,302.54,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,291.89,0.54,N,2,Algeria
33.12387,3.31514,310.18,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.04,0.54,N,2,Algeria
33.12863,3.32358,305.24,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.81,1.28,N,2,Algeria
33.12892,3.31958,310.72,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.69,0.54,N,2,Algeria
33.12921,3.31561,305.57,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.53,0.54,N,2,Algeria
33.13611,3.36782,311.32,0.36,0.58,2024-06-21,51,N20,VIIRS,n,2,293.14,0.93,N,2,Algeria
33.12691,3.3216,305.95,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.63,1.11,N,2,Algeria
33.12718,3.31762,314.92,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.64,0.91,N,2,Algeria
33.12745,3.31365,311.25,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.27,0.91,N,2,Algeria
33.13225,3.32217,305.24,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,292.41,0.8,N,2,Algeria
32.55746,3.16983,318.31,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,294.97,1.27,N,2,Algeria
33.14,3.36649,305.31,0.36,0.58,2024-06-21,51,N20,VIIRS,n,2,292.65,0.55,N,2,Algeria
34.4408,2.05954,297.1,0.45,0.63,2024-06-21,51,N20,VIIRS,n,2,285.41,1.14,N,2,Algeria
35.04086,-0.66712,303.84,0.65,0.73,2024-06-21,51,N20,VIIRS,n,2,283.64,0.92,N,0,Algeria
32.40525,4.00625,323.07,0.33,0.55,2024-06-21,51,N20,VIIRS,n,2,294.47,1.2,N,2,Algeria
32.13825,6.47029,348.73,0.47,0.48,2024-06-21,51,N20,VIIRS,n,2,297.01,8.0,N,2,Algeria
32.27526,3.98427,296.79,0.33,0.55,2024-06-21,51,N20,VIIRS,n,2,280.3,0.79,N,2,Algeria
32.27499,3.98777,298.58,0.33,0.55,2024-06-21,51,N20,VIIRS,n,2,281.41,0.61,N,2,Algeria
31.96127,5.21362,325.58,0.55,0.51,2024-06-21,51,N20,VIIRS,n,2,296.45,2.92,N,2,Algeria
31.96076,5.2194,311.71,0.55,0.51,2024-06-21,51,N20,VIIRS,n,2,295.89,2.43,N,2,Algeria
31.94124,5.0016,321.05,0.57,0.52,2024-06-21,51,N20,VIIRS,n,2,289.95,2.4,N,0,Algeria
31.84851,6.05056,321.86,0.49,0.49,2024-06-21,51,N20,VIIRS,n,2,296.71,2.42,N,2,Algeria
34.98425,5.71692,307.68,0.55,0.51,2024-06-21,51,N20,VIIRS,n,2,296.78,2.09,N,2,Algeria
35.35157,5.76492,313.07,0.56,0.51,2024-06-21,51,N20,VIIRS,n,2,291.97,1.75,N,2,Algeria
35.35209,5.75878,303.62,0.56,0.51,2024-06-21,51,N20,VIIRS,n,2,290.03,1.75,N,2,Algeria
35.23407,8.17472,311.14,0.41,0.45,2024-06-21,51,N20,VIIRS,n,2,289.25,1.82,N,2,Algeria
35.80888,-0.26351,301.77,0.62,0.71,2024-06-21,51,N20,VIIRS,n,2,289.24,2.58,N,2,Algeria
35.80866,-0.25662,334.67,0.62,0.71,2024-06-21,51,N20,VIIRS,n,2,291.04,2.58,N,2,Algeria
35.81596,-0.27715,307.99,0.62,0.71,2024-06-21,51,N20,VIIRS,n,2,288.35,2.32,N,2,Algeria
32.55774,3.16591,312.0,0.37,0.58,2024-06-21,51,N20,VIIRS,n,2,293.59,1.27,N,2,Algeria
32.35835,6.97954,321.95,0.44,0.46,2024-06-21,51,N20,VIIRS,n,2,298.85,12.5,N,2,Algeria
32.35883,6.97488,337.99,0.44,0.46,2024-06-21,51,N20,VIIRS,n,2,294.87,12.5,N,2,Algeria
28.44831,9.13916,325.74,0.46,0.39,2024-06-21,52,N20,VIIRS,n,2,295.94,2.88,N,2,Algeria
28.6836,7.19542,333.4,0.39,0.44,2024-06-21,52,N20,VIIRS,n,2,298.49,2.22,N,2,Algeria
28.63583,7.53611,319.4,0.56,0.43,2024-06-21,52,N20,VIIRS,n,2,299.06,3.23,N,2,Algeria
28.56055,7.46523,329.83,0.56,0.43,2024-06-21,52,N20,VIIRS,n,2,300.5,6.25,N,2,Algeria
28.08137,9.78672,329.79,0.43,0.38,2024-06-21,52,N20,VIIRS,n,2,297.7,4.04,N,2,Algeria
28.15393,8.96686,308.24,0.47,0.4,2024-06-21,52,N20,VIIRS,n,2,297.9,1.21,N,2,Algeria
28.155,7.59427,334.02,0.55,0.42,2024-06-21,52,N20,VIIRS,n,2,302.22,8.87,N,0,Algeria
27.92604,9.24901,323.34,0.45,0.39,2024-06-21,52,N20,VIIRS,n,2,295.95,1.92,N,2,Algeria
27.92542,9.2536,319.77,0.45,0.39,2024-06-21,52,N20,VIIRS,n,2,296.53,1.92,N,2,Algeria
31.01176,8.1713,315.5,0.55,0.43,2024-06-21,52,N20,VIIRS,n,2,299.82,2.39,N,2,Algeria
31.69763,5.96353,335.11,0.49,0.49,2024-06-21,52,N20,VIIRS,n,2,297.82,2.91,N,2,Algeria
31.75201,5.22599,338.4,0.55,0.51,2024-06-21,52,N20,VIIRS,n,2,297.84,9.64,N,2,Algeria
31.66685,6.04877,339.75,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,301.11,18.43,N,2,Algeria
31.66636,6.05392,343.0,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,301.19,7.95,N,2,Algeria
31.66587,6.05907,314.51,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,298.66,7.95,N,2,Algeria
31.66191,6.05323,337.07,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,299.04,5.26,N,2,Algeria
31.66142,6.05839,345.59,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,299.17,5.26,N,2,Algeria
31.66093,6.06353,316.67,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,296.87,2.44,N,2,Algeria
31.63377,6.06483,309.08,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,294.79,1.21,N,2,Algeria
31.59147,5.95831,327.21,0.49,0.49,2024-06-21,52,N20,VIIRS,n,2,295.74,2.1,N,2,Algeria
31.58749,5.95256,311.16,0.49,0.49,2024-06-21,52,N20,VIIRS,n,2,296.07,2.1,N,2,Algeria
31.39917,6.93433,310.11,0.43,0.46,2024-06-21,52,N20,VIIRS,n,2,296.76,0.57,N,2,Algeria
31.39401,6.94279,311.5,0.43,0.46,2024-06-21,52,N20,VIIRS,n,2,297.24,1.12,N,2,Algeria
31.40806,5.97357,338.52,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,296.6,8.97,N,2,Algeria
31.40755,5.97873,334.17,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,299.52,8.08,N,2,Algeria
31.4036,5.97298,311.56,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,296.38,1.6,N,2,Algeria
31.36491,6.04565,328.78,0.48,0.48,2024-06-21,52,N20,VIIRS,n,2,294.9,4.1,N,0,Algeria
31.35998,6.05014,319.1,0.48,0.48,2024-06-21,52,N20,VIIRS,n,2,295.11,1.94,N,0,Algeria
31.35948,6.05523,306.05,0.48,0.48,2024-06-21,52,N20,VIIRS,n,2,295.2,1.49,N,0,Algeria
31.05508,8.03651,331.79,0.56,0.43,2024-06-21,52,N20,VIIRS,n,2,300.49,7.6,N,2,Algeria
31.18744,6.78797,329.65,0.44,0.46,2024-06-21,52,N20,VIIRS,n,2,297.43,2.13,N,0,Algeria
31.01631,8.16623,308.89,0.55,0.43,2024-06-21,52,N20,VIIRS,n,2,298.47,1.7,N,2,Algeria
31.7071,5.95948,323.55,0.49,0.49,2024-06-21,52,N20,VIIRS,n,2,296.15,2.2,N,2,Algeria
30.82898,8.02864,307.86,0.56,0.43,2024-06-21,52,N20,VIIRS,n,2,297.63,1.32,N,2,Algeria
31.84958,5.05602,308.96,0.56,0.51,2024-06-21,52,N20,VIIRS,n,2,295.31,1.32,N,2,Algeria
31.7559,6.14108,309.23,0.48,0.48,2024-06-21,52,N20,VIIRS,n,2,295.71,0.75,N,2,Algeria
31.78995,6.06765,318.59,0.49,0.48,2024-06-21,52,N20,VIIRS,n,2,296.32,1.29,N,2,Algeria
31.80588,5.99617,310.99,0.49,0.49,2024-06-21,52,N20,VIIRS,n,2,297.11,1.23,N,2,Algeria
31.9409,5.00113,326.42,0.57,0.52,2024-06-21,52,N20,VIIRS,n,2,288.48,2.79,N,0,Algeria
31.85047,6.04953,321.33,0.49,0.49,2024-06-21,52,N20,VIIRS,n,2,295.46,2.83,N,2,Algeria
30.82506,8.028,310.03,0.56,0.43,2024-06-21,52,N20,VIIRS,n,2,298.33,1.32,N,2,Algeria
30.83802,6.55907,326.55,0.45,0.47,2024-06-21,52,N20,VIIRS,n,2,297.49,2.47,N,2,Algeria
30.66536,8.10283,327.38,0.55,0.43,2024-06-21,52,N20,VIIRS,n,2,299.06,3.18,N,2,Algeria
