longitude,latitude,class,prec_winter,tmax_winter,tmin_winter,prec_spring,tmax_spring,tmin_spring,prec_summer,tmax_summer,tmin_summer,prec_autumn,tmax_autumn,tmin_autumn
9.23018,35.09261,0,-0.6553539585181548,0.630359948656007,0.5748516562766162,-0.516166187800326,0.8868392064673736,0.48612184592101315,0.4923465961476323,0.8969433426082312,0.6088514608833298,-0.5146776109946524,0.6180244758365312,0.5801730864320032
5.60547,33.50662,0,-1.0685786071123096,1.115257623762038,0.531322532773455,-1.3587252214907577,2.274336558631287,1.7984521353145073,-1.513727881726924,2.1125985912202556,2.1338253533110665,-1.1723541845605432,1.6685906073659533,1.1412285856780084
11.11005,33.48151,1,-1.1868313152857233,0.02581219787446053,-2.2835607870976085,-1.655825684449444,-0.12500384074386553,-0.02499626679013737,-1.9605128720598228,-0.19767263882597458,-0.23972272119339424,-1.5089522810741445,-0.03695811233921828,0.04682403159321052
7.48122,36.53608,0,1.1705918082086437,-0.16310897424477386,0.3644608926780058,1.0384170265136161,-0.627895894148251,-0.39106734751569233,0.6414400166111561,-0.6765671307034388,-0.6824570770595099,0.562029233144677,-0.2315073959557772,0.012190976084198031
4.54391,36.71546,1,1.90156685561009,-1.3470149861919694,-0.43357303821327553,2.364805334458214,-1.6215621201521022,-0.8745574541343476,1.1506361762446398,-1.565942615618731,-0.7992897543019585,2.3433955431225715,-1.5155326678250711,-0.5488645231618081
4.86043,36.09051,1,-0.34821821979288037,-1.3407176137879955,-0.9196482506652376,0.0901326412350317,-0.7672515234048892,-0.8676504526112233,0.7573465573938243,-0.034532756977605716,-0.3135117805044138,0.09330215732751705,-1.0875242438686386,-0.8744152449465249
4.07055,34.12395,0,-0.9877926737933519,0.2588149768215145,-0.3610244990413407,-1.082138624060845,1.0928431801510985,0.6518898824759811,-0.7742046343867254,1.2653237209755135,1.1007785229567946,-0.8798556092406759,0.6245094519570842,0.12994336481483992
8.61479,36.75546,1,2.46144551571352,0.006920080662535917,0.5240676788562613,2.318780627495866,-0.785428344612278,-0.3496253383769494,0.8995054248789636,-1.087048123741267,-0.5963698411966543,1.8842516940112026,-0.4584815601750977,0.1645764203238515
3.24131,36.73895,1,0.62540150533831,1.1278523685699855,0.8505361051299674,1.0014219504512782,-0.015942913499539618,0.05788775148734568,-0.21795235566807805,-0.9028579345576244,-0.39344992809135093,1.0846086128316896,0.4105052399788697,0.3377416978689158
-0.56537,34.28301,0,-0.736197265695417,-0.6165197873309344,-1.2533715308561368,-0.40167424813459035,-0.1068270195364768,-0.8469294480418528,1.1843185112116286,0.14965743220603261,-0.44264263429869677,-0.6552872591764057,-0.7049106527560738,-1.2692320777492696
7.17928,34.43378,1,-1.0311692083048931,1.3104761682852462,0.9230846443019017,-1.1357902903740822,2.0622736445450984,1.639591100282664,-1.0748681388305201,1.7863188275235236,1.7464327919282143,-1.076268095505165,1.6296807506426438,1.3005406410194655
2.88642,36.47662,1,1.4291297469991118,-1.1140122072449152,-0.12886917369115036,1.8817650766407337,-1.5125011929077763,-0.5015793718856703,0.6870101064091464,-1.534367154615822,-0.5840716646448183,1.9065559195859942,-1.5609275006689352,-0.4657451899401769
1.63305,33.01781,0,-0.9846943439979028,0.06989380470227931,-0.8325900036589164,-1.1425405852320782,0.8928981468698355,0.10623676214921149,-0.5929149224148064,1.007457456118416,0.6703423436425124,-1.032507802716471,0.35862543101445604,-0.2440936346824966
9.29466,37.03559,1,1.5578249882077917,0.13916490114599814,0.7054390267860986,1.1029392924083634,-0.4885402648916143,-0.07334527745200317,0.39674852945191746,-0.6028910550299836,-0.35040631015992274,1.0840149792984788,-0.07586796906252938,0.3654481422761265
6.22853,36.65769,1,2.9672182337803736,-1.2084727933045316,-0.35376964512414755,2.321585987315093,-1.5730905969324027,-1.0265114876430688,1.4240567351087612,-1.5501548851172766,-1.242024110168074,2.358151938302785,-1.437712954378447,-0.7497362451140794
5.57609,35.54871,0,-0.6441655598530919,-0.8306304490660645,-0.6149443861431122,-0.5996243298250339,-0.3491846356349776,-0.5015793718856707,-0.20606449691332826,-0.376600251175798,-0.44264263429869843,-0.3872978325967747,-0.7567904617204908,-0.5557911342636099
2.5991,34.7133,0,-0.6807143157661789,-0.8054409594501679,-1.1010195985950741,-0.5283517824490772,-0.22194688718326455,-0.8814644556574714,0.5572344395935299,0.14965743220603403,-0.6148171060244088,-0.4884723186116553,-0.5622411781039285,-1.165332911222233
3.87373,36.09375,0,0.24023390160904376,-1.4540703170595357,-0.8398448575761094,0.737897572032647,-1.0035501991009266,-0.7364174236718749,0.4968044655330909,-0.6081536318638014,-0.5041335170578795,0.510042738882054,-1.1783139095563668,-0.7705160784194874
6.43821,35.84272,0,-0.4833969611568339,-1.0384437383972218,-1.0284710594231397,0.14816761329174918,-0.5612475497211643,-0.9988834815505736,1.5810753982849737,-0.11873398631869901,-0.645562547404001,-0.14449602774306894,-0.8475801274082155,-1.102993411306009
4.17963,36.63813,1,1.8559526320086945,-0.6165197873309344,0.21936381433413613,1.952949954223205,-0.9126660930639878,-0.10788028506762135,0.5775428422329079,-0.9712714333972632,-0.15363548533053784,2.3260101180979325,-0.6724857721533122,0.12301675371303818
4.28882,33.64183,0,-1.0317429727423715,0.2588149768215145,-0.4118084764616951,-1.201013876158455,1.2867292730298983,0.7554949053228356,-1.0600083277870755,1.4126758723224278,1.199163935371486,-1.002316597602547,0.6828742370420525,0.17842964252745777
10.83112,33.40681,0,-0.6946567696137975,1.474207850788583,1.5324923733461526,-1.226963049420451,1.4563796042988506,1.5428930789589324,-1.8029988775974035,0.48119977273658665,1.026989463645775,-0.843473493013797,1.6685906073659549,1.9239356401816938
6.70235,36.57692,1,1.6584057365498792,-0.7613593526223458,-0.2594565442006328,1.517600002364828,-1.1126111263452516,-0.9229064647962134,0.947552108517553,-0.9133830882252626,-1.094445991546035,1.2413314986411363,-0.7503054855999362,-0.597350800874425
-0.92178,35.55524,1,-0.23782606344210386,1.5056947128084541,0.8940652286331282,-0.3485485945209131,0.39606503386791186,0.16839977585732493,-1.0619896263604929,-0.5871033245285291,-0.780842489474204,-0.7415357511753811,0.5920845713543244,-0.09863480154464395
1.40718,34.83824,0,-0.409553555247307,-1.2273649105164555,-1.5145462718751013,-0.24624221125467774,-0.8460177486369012,-1.8277236643254129,0.7910288037894374,-0.429226019513978,-1.444944023273379,-0.41104372308713444,-1.113464148350849,-1.6848287438574212
