longitude,latitude,class,prec_winter,tmax_winter,tmin_winter,prec_spring,tmax_spring,tmin_spring,prec_summer,tmax_summer,tmin_summer,prec_autumn,tmax_autumn,tmin_autumn,elevation,slope,aspect,roughness,soil_unit_id,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,TEXTURE_SOTER_F,TEXTURE_SOTER_M,TEXTURE_SOTER_V
9.23018,35.09261,0,-0.6553539585181548,0.630359948656007,0.5748516562766162,-0.516166187800326,0.8868392064673736,0.4861218459210131,0.4923465961476323,0.8969433426082312,0.6088514608833298,-0.5146776109946524,0.6180244758365312,0.5801730864320032,-0.1621251395893717,-0.6111476853615682,0.935253936248918,-0.6623602527164923,31925,-1.0628281883789985,0.7727657442081675,-0.3669283539059694,-0.3191335936981809,0.9656801666014964,1.0402039839237949,-0.4134986800396571,-0.75505932480988,0.7854596067716734,-0.5274820999644431,-1.3293579833295697,-0.1566998093633262,0.7071608794670933,0.1198553466218829,0.2205505130938207,0.7605188281628363,-0.361162925547541,1.899024686990564,-0.1507730344504904,-0.0034451233527028,1.9921827351121917,0,1,0
5.60547,33.50662,0,-1.0685786071123096,1.115257623762038,0.531322532773455,-1.3587252214907577,2.274336558631287,1.798452135314507,-1.513727881726924,2.112598591220256,2.1338253533110665,-1.1723541845605432,1.668590607365953,1.1412285856780084,-0.8879187238154853,-0.6089681626537242,-1.449700691447852,-0.7142022204547969,1315,0.1724438823770374,0.306072250606466,0.1882526787110675,-0.3191335936981809,0.1571222939142804,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.1566998093633262,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.361162925547541,-0.1310948704912719,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
11.11005,33.48151,1,-1.1868313152857233,0.0258121978744605,-2.2835607870976085,-1.655825684449444,-0.1250038407438655,-0.0249962667901373,-1.9605128720598228,-0.1976726388259745,-0.2397227211933942,-1.5089522810741445,-0.0369581123392182,0.0468240315932105,-1.1787168155087295,-0.732442841913378,-0.4976268541048551,-0.7410744790555198,32037,-0.6510708314603197,-0.1606212429952355,-2.402592140168438,-2.0299785278170064,1.369959102945104,0.8619023950329887,-0.2326198764704978,-1.381620166366455,0.0667867106110413,-1.6436747370508356,-1.3293579833295697,-1.9489005624798943,0.6072573170377833,-1.2994139409442291,-1.0994528395981495,0.5367423856506975,-0.361162925547541,0.8839649082496458,-0.6054047972695757,-0.6486978242906717,-1.4630558770194673,0,0,0
7.48122,36.53608,0,1.1705918082086435,-0.1631089742447738,0.3644608926780058,1.038417026513616,-0.627895894148251,-0.3910673475156923,0.6414400166111561,-0.6765671307034388,-0.6824570770595099,0.562029233144677,-0.2315073959557772,0.012190976084198,-0.265466610191103,1.0831462481958245,1.357916448396306,0.3291415273613818,1129,-0.7883232837665459,-1.094008230198639,0.835963883430944,1.1285044274792868,-1.4599934514601511,0.8619023950329887,0.8526540230671696,-0.2932563450071592,1.2346300597814872,-0.1798155533877314,-0.6673596287823333,0.3809604165716442,-0.042115838752731,1.3814280466806492,1.3938868265977944,0.9842952706749752,-0.361162925547541,0.8839649082496458,1.6222908839010055,1.5021444560816386,0.264563429046362,0,1,0
4.54391,36.71546,1,1.90156685561009,-1.3470149861919694,-0.4335730382132755,2.364805334458214,-1.6215621201521022,-0.8745574541343476,1.1506361762446398,-1.565942615618731,-0.7992897543019585,2.3433955431225715,-1.5155326678250711,-0.5488645231618081,0.91454878667983,2.239737741246075,0.214709517389097,2.320252694868422,1524,-0.7883232837665459,-1.094008230198639,0.835963883430944,1.1285044274792868,-1.4599934514601511,0.8619023950329887,0.8526540230671696,-0.2932563450071592,1.2346300597814872,-0.1798155533877314,-0.6673596287823333,0.3809604165716442,-0.042115838752731,1.3814280466806492,1.3938868265977944,0.9842952706749752,-0.361162925547541,0.8839649082496458,1.6222908839010055,1.5021444560816386,0.264563429046362,0,1,0
4.86043,36.09051,1,-0.3482182197928803,-1.3407176137879957,-0.9196482506652376,0.0901326412350317,-0.7672515234048892,-0.8676504526112233,0.7573465573938243,-0.0345327569776057,-0.3135117805044138,0.093302157327517,-1.0875242438686386,-0.8744152449465249,1.1933304283031054,0.3624085892171196,-0.3459313923692522,-0.0449486963540327,1772,0.0351914300708112,-0.705096985530554,0.1882526787110675,1.3917113404206447,-1.4599934514601511,0.5052992172513765,1.1239722284209086,-0.6925235934831518,1.414298069640483,-0.5274820999644431,-1.3293579833295697,1.2770607931299285,0.5073537546084734,1.6968212216953409,1.6872209049737878,0.9842952706749752,-0.361162925547541,-0.1310948704912719,-0.6054047972695757,-0.4336135746196575,0.264563429046362,0,1,0
4.07055,34.12395,0,-0.987792673793352,0.2588149768215145,-0.3610244990413407,-1.082138624060845,1.0928431801510985,0.6518898824759811,-0.7742046343867254,1.2653237209755137,1.1007785229567946,-0.8798556092406759,0.6245094519570842,0.1299433648148399,0.0926236018939662,-0.5921658634857307,0.7586579791393404,-0.5228404278786926,1315,0.1724438823770374,0.306072250606466,0.1882526787110675,-0.3191335936981809,0.1571222939142804,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.1566998093633262,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.361162925547541,-0.1310948704912719,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
8.61479,36.75546,1,2.46144551571352,0.0069200806625359,0.5240676788562613,2.318780627495866,-0.785428344612278,-0.3496253383769494,0.8995054248789636,-1.087048123741267,-0.5963698411966543,1.8842516940112024,-0.4584815601750977,0.1645764203238515,-0.6788324925980288,-0.4477546961368044,0.1466803059553247,0.5308526407026252,31820,0.3096963346832637,-0.3939679897960863,0.835963883430944,-0.0559266807568231,0.1571222939142804,0.2378457711538668,-0.2326198764704978,0.1853831999008362,-0.2027153041774522,0.350833322980614,-0.0053612742350968,0.2017403412599873,0.2575948485351987,-0.4320827096538273,-0.3661176436581661,0.2234553661337031,-0.361162925547541,-0.1310948704912719,-0.6054047972695757,0.9644339881480924,1.9921827351121917,0,1,0
3.24131,36.73895,1,0.62540150533831,1.1278523685699855,0.8505361051299674,1.0014219504512782,-0.0159429134995396,0.0578877514873456,-0.217952355668078,-0.9028579345576244,-0.3934499280913509,1.0846086128316896,0.4105052399788697,0.3377416978689158,-1.154683915368792,-0.7789992891133342,0.861620286288034,-0.8074825948299035,1345,-0.7883232837665459,-1.094008230198639,0.835963883430944,1.1285044274792868,-1.4599934514601511,0.8619023950329887,0.8526540230671696,-0.2932563450071592,1.2346300597814872,-0.1798155533877314,-0.6673596287823333,0.3809604165716442,-0.042115838752731,1.3814280466806492,1.3938868265977944,0.9842952706749752,-0.361162925547541,0.8839649082496458,1.6222908839010055,1.5021444560816386,0.264563429046362,0,1,0
-0.56537,34.28301,0,-0.736197265695417,-0.6165197873309344,-1.2533715308561368,-0.4016742481345903,-0.1068270195364768,-0.8469294480418528,1.1843185112116286,0.1496574322060326,-0.4426426342986967,-0.6552872591764057,-0.7049106527560738,-1.2692320777492696,1.539404190318206,-0.5351259010477922,0.5662433119500448,-0.6120307656393968,1767,-1.0628281883789985,-0.3939679897960863,0.835963883430944,-0.0559266807568231,0.1571222939142804,0.9510531894783918,-0.2326198764704978,-0.8572813835557497,1.414298069640483,-0.5457803220370059,-1.3293579833295697,0.2017403412599873,1.1067751291843329,1.3025797529269765,1.3938868265977944,0.8947846936701196,-0.361162925547541,-0.1310948704912719,1.96326470601532,-0.1109872041193924,1.9921827351121917,0,1,0
7.17928,34.43378,1,-1.0311692083048931,1.3104761682852462,0.9230846443019016,-1.1357902903740822,2.0622736445450984,1.639591100282664,-1.07486813883052,1.7863188275235236,1.7464327919282143,-1.076268095505165,1.6296807506426438,1.3005406410194655,-1.0032766444871857,-0.8247899895070685,-1.4985895166638077,-0.8213262866369455,1838,0.1724438823770374,0.306072250606466,0.1882526787110675,-0.3191335936981809,0.1571222939142804,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.1566998093633262,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.361162925547541,-0.1310948704912719,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
2.88642,36.47662,1,1.4291297469991118,-1.1140122072449152,-0.1288691736911503,1.8817650766407337,-1.5125011929077763,-0.5015793718856703,0.6870101064091464,-1.534367154615822,-0.5840716646448183,1.9065559195859945,-1.5609275006689352,-0.4657451899401769,-0.2630633201771093,1.5847500850040828,-0.0035135574102919,1.53929268984764,1127,-0.7883232837665459,-1.094008230198639,0.835963883430944,1.1285044274792868,-1.4599934514601511,0.8619023950329887,0.8526540230671696,-0.2932563450071592,1.2346300597814872,-0.1798155533877314,-0.6673596287823333,0.3809604165716442,-0.042115838752731,1.3814280466806492,1.3938868265977944,0.9842952706749752,-0.361162925547541,0.8839649082496458,1.6222908839010055,1.5021444560816386,0.264563429046362,0,1,0
1.63305,33.01781,0,-0.9846943439979028,0.0698938047022793,-0.8325900036589164,-1.1425405852320782,0.8928981468698355,0.1062367621492114,-0.5929149224148064,1.007457456118416,0.6703423436425124,-1.032507802716471,0.358625431014456,-0.2440936346824966,0.8592731163579738,-0.6961677004273207,-1.756149438772145,-0.711941394851852,1315,0.1724438823770374,0.306072250606466,0.1882526787110675,-0.3191335936981809,0.1571222939142804,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.1566998093633262,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.361162925547541,-0.1310948704912719,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
9.29466,37.03559,1,1.5578249882077917,0.1391649011459981,0.7054390267860986,1.1029392924083634,-0.4885402648916143,-0.0733452774520031,0.3967485294519174,-0.6028910550299836,-0.3504063101599227,1.0840149792984788,-0.0758679690625293,0.3654481422761265,-0.7605443530738164,-0.4061455106276799,-0.6984396724930669,0.1775747183401325,31820,0.3096963346832637,-0.3939679897960863,0.835963883430944,-0.0559266807568231,0.1571222939142804,0.2378457711538668,-0.2326198764704978,0.1853831999008362,-0.2027153041774522,0.350833322980614,-0.0053612742350968,0.2017403412599873,0.2575948485351987,-0.4320827096538273,-0.3661176436581661,0.2234553661337031,-0.361162925547541,-0.1310948704912719,-0.6054047972695757,0.9644339881480924,1.9921827351121917,0,1,0
6.22853,36.65769,1,2.9672182337803736,-1.2084727933045316,-0.3537696451241475,2.321585987315093,-1.5730905969324027,-1.0265114876430688,1.4240567351087612,-1.5501548851172766,-1.242024110168074,2.358151938302785,-1.437712954378447,-0.7497362451140794,0.4939730342309231,2.239737741246075,1.3009728793919102,2.320252694868422,1401,0.0351914300708112,-0.1606212429952355,0.9284940555337834,-0.5823405066395387,0.1571222939142804,0.0595441822630607,-0.865696767085267,0.7987152656510303,-0.4722177473282704,0.3691315450531767,1.9806337894066128,0.2017403412599873,0.2076430673205437,-0.5897792971611732,-0.4394511632521645,0.1339447891288476,-0.361162925547541,-1.1461546492321897,-0.6054047972695757,-0.6486978242906717,-1.4630558770194673,0,1,0
5.57609,35.54871,0,-0.6441655598530919,-0.8306304490660645,-0.6149443861431122,-0.5996243298250339,-0.3491846356349776,-0.5015793718856707,-0.2060644969133282,-0.376600251175798,-0.4426426342986984,-0.3872978325967747,-0.7567904617204908,-0.5557911342636099,0.4483105239650418,-0.103813420503054,1.4277613363615895,-0.3470760956397499,1832,0.1724438823770374,0.306072250606466,0.1882526787110675,-0.3191335936981809,0.1571222939142804,0.5944500116967795,-0.5039391599469484,-0.8548761906898202,1.414298069640483,-0.7653592050397718,-1.3293579833295697,-0.1566998093633262,0.906968004325713,1.3814280466806492,1.3938868265977944,1.0290505591774028,-0.361162925547541,-0.1310948704912719,2.55428586760894,-0.5411557034614207,0.264563429046362,0,1,0
